PATHWAY_URI	DATASOURCE	DISPLAY_NAME	ALL_NAMES	NUM_DIRECT_COMPONENT_OR_STEP_PROCESSES
http://pathwaycommons.org/pc2/Pathway_81ddf047a3bd944d9f128e961462f23a	INOH	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = Acetyl-CoA + Acetoacetic acid ( Valine,Leucine and Isoleucine degradation ) 	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = Acetyl-CoA + Acetoacetic acid ( Valine,Leucine and Isoleucine degradation ) ;	2
http://pathwaycommons.org/pc2/Pathway_82da4a008a30ea0c611becce6656c8a0	HumanCyc	NADH repair	NADH repair;	20
http://pathwaycommons.org/pc2/Pathway_fe1c356c29c57c22319ba6580a01ec62	pid	Hedgehog signaling events mediated by Gli proteins	"Hedgehog signaling events mediated by Gli proteins;""hedgehog_glipathway"";"	88
http://pathwaycommons.org/pc2/Pathway_319aa815cf0333d4b50e5555ddefe970	pid	PDGFR-beta signaling pathway	"PDGFR-beta signaling pathway;""pdgfrbpathway"";"	247
http://pathwaycommons.org/pc2/Pathway_2fefc7934131d97039b5b79eb4669eac	pid	Direct p53 effectors	"Direct p53 effectors;""p53downstreampathway"";"	360
http://pathwaycommons.org/pc2/Pathway_c392814807d4376719b1c7f7b02a86d5	INOH	FGF8 signaling pathway(Mouse) ( FGF signaling pathway ) 	"FGF8 signaling pathway(Mouse) ( FGF8 signaling (Mouse) ) ;""FGF8 signaling pathway(Mouse) ( FGF signaling pathway ) "";"	18
http://pathwaycommons.org/pc2/Pathway_25422f2a6d29021348c7f023f15efb35	SMPDB	Beta Oxidation	Beta Oxidation;	2
http://pathwaycommons.org/pc2/Pathway_29ee9d2fad22f493e59522cdccbd33bb	INOH	ATP + ADP = ADP + ATP ( Purine nucleotides and Nucleosides metabolism ) 	ATP + ADP = ADP + ATP ( Purine nucleotides and Nucleosides metabolism ) ;	8
http://pathwaycommons.org/pc2/Pathway_79f3bc18ded236707f92bd62cec7a0fc	pid	SHP2 signaling	"SHP2 signaling;""shp2_pathway"";"	58
http://pathwaycommons.org/pc2/Pathway_800427d5044bfea3d309644c4e761719	INOH	Wnt secretory pathway (Canonical) ( Drosophila Wingless/Wnt signaling pathway Diagram ) 	Wnt secretory pathway (Canonical) ( Drosophila Wingless/Wnt signaling pathway Diagram ) ;	3
http://identifiers.org/reactome/R-HSA-927802	Reactome	Nonsense-Mediated Decay (NMD)	Nonsense-Mediated Decay (NMD);	4
http://pathwaycommons.org/pc2/Pathway_ad5f8c9f5cff1c9e3f44f44cef1c26f2	INOH	(S)-3-Hydroxy-2-methyl-propanoyl-CoA = 2-Methylprop-2-enoyl-CoA + H2O ( Valine,Leucine and Isoleucine degradation ) 	(S)-3-Hydroxy-2-methyl-propanoyl-CoA = 2-Methylprop-2-enoyl-CoA + H2O ( Valine,Leucine and Isoleucine degradation ) ;	4
http://pathwaycommons.org/pc2/Pathway_37a25f57f611f7aa7d256c20256a47ae	NetPath	AndrogenReceptor	AndrogenReceptor;	194
http://identifiers.org/reactome/R-HSA-217271	Reactome	FMO oxidises nucleophiles	FMO oxidises nucleophiles;	9
http://pathwaycommons.org/pc2/Pathway_cceaf981940b905978ee42ec5f87cb9f	HumanCyc	tetrahydrobiopterin biosynthesis II	tetrahydrobiopterin biosynthesis II;	26
http://identifiers.org/reactome/R-HSA-1989781	Reactome	PPARA activates gene expression	PPARA activates gene expression;	144
http://pathwaycommons.org/pc2/Pathway_530e472f31c96597b5aed4e4b63fbe3a	INOH	Fas signaling pathway ( Fas signaling pathway ) 	Fas signaling pathway ( Fas signaling pathway ) ;	28
http://pathwaycommons.org/pc2/Pathway_2df7a8287d75d7b1c1726150210e2b27	SMPDB	MAPK signaling pathway	MAPK signaling pathway;	2
http://pathwaycommons.org/pc2/Pathway_5d66e8e7cf591e3f0054482702d56deb	INOH	Gene expression by FOXO ( Insulin receptor signaling (C. elegans) ) 	"Gene expression by FOXO ( Insulin receptor signaling (Mammal) ) ;""Gene expression by FOXO ( Insulin receptor signaling ) "";""Gene expression by FOXO ( Insulin receptor signaling (D. melanogaster) ) "";""Gene expression by FOXO ( Insulin receptor signaling (C. elegans) ) "";"	2
http://pathwaycommons.org/pc2/Pathway_6f5b01895a6708819cabf3c4d7cbdb5c	INOH	ERK cascade ( HGF signaling pathway ) 	ERK cascade ( HGF signaling pathway ) ;	7
http://pathwaycommons.org/pc2/Pathway_b22e01b649e6b217740cc04ade548ba6	HumanCyc	4-hydroxybenzoate biosynthesis	"p-hydroxybenzoate biosynthesis I (eukaryotes);""4-hydroxybenzoate biosynthesis"";"	16
http://pathwaycommons.org/pc2/Pathway_93a1b097c38fde0a4d9f5ed273f6bc10	INOH	NAD+ + 3-Methoxy-4-hydroxy-phenyl-acetaldehyde + H2O = NADH + Homovanillic acid ( Tyrosine metabolism ) 	NAD+ + 3-Methoxy-4-hydroxy-phenyl-acetaldehyde + H2O = NADH + Homovanillic acid ( Tyrosine metabolism ) ;	5
http://pathwaycommons.org/pc2/Pathway_0fe7fb20d65dc0ec574ae52bc767a156	INOH	Gene expression of c-FLIP ( TNFR1 signaling pathway ) 	Gene expression of c-FLIP ( TNFR1 signaling pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_d82c91f74a5bdebff31687aae8a49655	INOH	Signaling with Wnt (Canonical) ( Xenopus axis formation Wnt signaling pathway Diagram ) 	Signaling with Wnt (Canonical) ( Xenopus axis formation Wnt signaling pathway Diagram ) ;	13
http://pathwaycommons.org/pc2/Pathway_0c6466cb68b9ddab6be625b60d11e7a9	pid	a4b7 Integrin signaling	"a4b7 Integrin signaling;""a4b7_pathway"";"	7
http://pathwaycommons.org/pc2/Pathway_86c6fcd267ed3d7e6643a56adbd83950	pid	Alpha9 beta1 integrin signaling events	"Alpha9 beta1 integrin signaling events;""integrin_a9b1_pathway"";"	45
http://pathwaycommons.org/pc2/Pathway_85e7b442b4861e6971e48973388d074d	INOH	Signaling without Wnt (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ) 	Signaling without Wnt (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ) ;	3
http://pathwaycommons.org/pc2/Pathway_806c44289091a81cae60662b921be0e4	INOH	UTP + D-Glucose 1-phosphate = Pyrophosphate + UDP-D-glucose ( Glycolysis and Gluconeogenesis ) 	UTP + D-Glucose 1-phosphate = Pyrophosphate + UDP-D-glucose ( Glycolysis and Gluconeogenesis ) ;	2
http://pathwaycommons.org/pc2/Pathway_306a960ef487c26a7def73e9081b7e8b	INOH	TPO signaling pathway(JAK2 STAT3) ( TPO signaling(JAK2 STAT3) ) 	TPO signaling pathway(JAK2 STAT3) ( TPO signaling(JAK2 STAT3) ) ;	14
http://pathwaycommons.org/pc2/Pathway_1800b9344ce3dec76715ab5df06ac8ba	INOH	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = 3-Methyl-glutaconyl-CoA + H2O ( Valine,Leucine and Isoleucine degradation ) 	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = 3-Methyl-glutaconyl-CoA + H2O ( Valine,Leucine and Isoleucine degradation ) ;	2
http://pathwaycommons.org/pc2/Pathway_34b1083b7d2d0be77fd947757fe7ad59	HumanCyc	leukotriene biosynthesis	leukotriene biosynthesis;	34
http://pathwaycommons.org/pc2/Pathway_abeb62a53ed0f18732ab52b8ac10b602	pid	IL2 signaling events mediated by STAT5	"il2_stat5pathway;""IL2 signaling events mediated by STAT5"";"	39
http://pathwaycommons.org/pc2/Pathway_ebca664d515258c99298278e4f34a54e	HumanCyc	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	cholesterol biosynthesis II (via 24,25-dihydrolanosterol);	118
http://identifiers.org/reactome/R-HSA-2206302	Reactome	MPS I - Hurler syndrome	MPS I - Hurler syndrome;	2
http://identifiers.org/reactome/R-HSA-2206305	Reactome	MPS IIID - Sanfilippo syndrome D	MPS IIID - Sanfilippo syndrome D;	2
http://identifiers.org/reactome/R-HSA-2206307	Reactome	MPS IIIA - Sanfilippo syndrome A	MPS IIIA - Sanfilippo syndrome A;	2
http://identifiers.org/reactome/R-HSA-2206308	Reactome	MPS IV - Morquio syndrome B	MPS IV - Morquio syndrome B;	2
http://identifiers.org/reactome/R-HSA-2206282	Reactome	MPS IIIB - Sanfilippo syndrome B	MPS IIIB - Sanfilippo syndrome B;	2
http://identifiers.org/reactome/R-HSA-2206280	Reactome	MPS IX - Natowicz syndrome	MPS IX - Natowicz syndrome;	2
http://identifiers.org/reactome/R-HSA-2206281	Reactome	Mucopolysaccharidoses	Mucopolysaccharidoses;	22
http://identifiers.org/reactome/R-HSA-2206285	Reactome	MPS VI - Maroteaux-Lamy syndrome	MPS VI - Maroteaux-Lamy syndrome;	2
http://identifiers.org/reactome/R-HSA-2206290	Reactome	MPS IV - Morquio syndrome A	MPS IV - Morquio syndrome A;	2
http://identifiers.org/reactome/R-HSA-2206291	Reactome	MPS IIIC - Sanfilippo syndrome C	MPS IIIC - Sanfilippo syndrome C;	2
http://identifiers.org/reactome/R-HSA-2206292	Reactome	MPS VII - Sly syndrome	MPS VII - Sly syndrome;	2
http://identifiers.org/reactome/R-HSA-2206296	Reactome	MPS II - Hunter syndrome	MPS II - Hunter syndrome;	2
http://identifiers.org/reactome/R-HSA-3656534	Reactome	Loss of Function of TGFBR1 in Cancer	Loss of Function of TGFBR1 in Cancer;	4
http://identifiers.org/reactome/R-HSA-3656535	Reactome	TGFBR1 LBD Mutants in Cancer	TGFBR1 LBD Mutants in Cancer;	2
http://identifiers.org/reactome/R-HSA-3656532	Reactome	TGFBR1 KD Mutants in Cancer	TGFBR1 KD Mutants in Cancer;	8
http://identifiers.org/reactome/R-HSA-157279	Reactome	3' -UTR-mediated translational regulation	3' -UTR-mediated translational regulation;	2
http://identifiers.org/reactome/R-HSA-157212	Reactome	A third proteolytic cleavage releases NICD	A third proteolytic cleavage releases NICD;	12
http://pathwaycommons.org/pc2/Pathway_db987294799904aaffc811f909b54bce	INOH	PKA activation signaling ( GPCR Adenosine A2A receptor signaling pathway ) 	"PKA activation signaling ( GPCR signaling (G alpha s, PKA and ERK) ) ;""PKA activation signaling ( GPCR Adenosine A2A receptor signaling pathway ) "";"	5
http://identifiers.org/reactome/R-HSA-157579	Reactome	Telomere Maintenance	"Telomere Maintenance;""Maintenance of Telomeres"";"	4
http://pathwaycommons.org/pc2/Pathway_41dd0919678d8e4c4d2f04ba142f1deb	pid	FOXA1 transcription factor network	"FOXA1 transcription factor network;""hnf3apathway"";"	101
http://pathwaycommons.org/pc2/Pathway_f39ce3d47ac8ad611908a35e85196cac	HumanCyc	acyl-CoA hydrolysis	"acyl-CoA hydrolysis;""acyl-CoA thioesterase pathway"";"	8
http://identifiers.org/reactome/R-HSA-3656253	Reactome	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	Defective EXT1 causes exostoses 1, TRPS2 and CHDS;	4
http://identifiers.org/reactome/R-HSA-3656225	Reactome	Defective CHST6 causes MCDC1	"Defective CHST6 causes MCDC1;""Defective CHST6 causes macular corneal dystrophy, type 1"";"	2
http://identifiers.org/reactome/R-HSA-3656244	Reactome	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d);	2
http://identifiers.org/reactome/R-HSA-3656243	Reactome	Defective ST3GAL3 causes MCT12 and EIEE15	"Defective ST3GAL3 causes MCT12 and EIEE15;""Defective ST3GAL3 causes mental retardation, autosomal recessive 12 and early infantile epileptic encephalopathy-15"";"	2
http://identifiers.org/reactome/R-HSA-3656237	Reactome	Defective EXT2 causes exostoses 2	Defective EXT2 causes exostoses 2;	4
http://identifiers.org/reactome/R-HSA-157118	Reactome	Signaling by NOTCH	"NOTCH Signaling Pathway;""Signaling by NOTCH"";"	10
http://pathwaycommons.org/pc2/Pathway_1e122b58fc01e3ffabb3d23a99e62725	INOH	Stabilization and accumulation of cytoplasmic beta-catenin (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ) 	Stabilization and accumulation of cytoplasmic beta-catenin (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ) ;	8
http://identifiers.org/reactome/R-HSA-157052	Reactome	NICD traffics to nucleus	NICD traffics to nucleus;	10
http://identifiers.org/reactome/R-HSA-2299718	Reactome	Condensation of Prophase Chromosomes	Condensation of Prophase Chromosomes;	27
http://identifiers.org/reactome/R-HSA-156827	Reactome	L13a-mediated translational silencing of Ceruloplasmin expression	L13a-mediated translational silencing of Ceruloplasmin expression;	7
http://identifiers.org/reactome/R-HSA-156842	Reactome	Eukaryotic Translation Elongation	Eukaryotic Translation Elongation;	12
http://identifiers.org/reactome/R-HSA-156711	Reactome	Polo-like kinase mediated events	Polo-like kinase mediated events;	39
http://pathwaycommons.org/pc2/Pathway_7344614baf7076bd3696a62a83e3b17f	INOH	Negative feedback regulation of FGF8 signaling by Mkp3 (Mouse) ( FGF signaling pathway ) 	"Negative feedback regulation of FGF8 signaling by Mkp3 (Mouse) ( FGF8 signaling (Mouse) ) ;""Negative feedback regulation of FGF8 signaling by Mkp3 (Mouse) ( FGF signaling pathway ) "";"	1
http://identifiers.org/reactome/R-HSA-156988	Reactome	Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor;	12
http://pathwaycommons.org/pc2/Pathway_614858494045f954913a34d1ebc3eab0	INOH	5'-Orotidylic acid + Pyrophosphate = Orotic acid + D-5-Phospho-ribosyl 1-diphosphate ( Pentose phosphate cycle ) 	5'-Orotidylic acid + Pyrophosphate = Orotic acid + D-5-Phospho-ribosyl 1-diphosphate ( Pentose phosphate cycle ) ;	2
http://identifiers.org/reactome/R-HSA-156902	Reactome	Peptide chain elongation	Peptide chain elongation;	12
http://pathwaycommons.org/pc2/Pathway_1ae3d5c055d2c20de96af876a708f867	INOH	CoA + GTP + Succinic acid = Succinyl-CoA + GDP + Orthophosphate ( Citrate cycle ) 	CoA + GTP + Succinic acid = Succinyl-CoA + GDP + Orthophosphate ( Citrate cycle ) ;	3
http://pathwaycommons.org/pc2/Pathway_950af876ac3059c6f5b1e1012a9d5b80	pid	Degradation of beta catenin	"betacatenin_deg_pathway;""Degradation of beta catenin"";"	14
http://identifiers.org/reactome/R-HSA-156590	Reactome	Glutathione conjugation	Glutathione conjugation;	17
http://identifiers.org/reactome/R-HSA-156580	Reactome	Phase II conjugation	Phase II conjugation;	12
http://identifiers.org/reactome/R-HSA-156584	Reactome	Cytosolic sulfonation of small molecules	Cytosolic sulfonation of small molecules;	56
http://identifiers.org/reactome/R-HSA-156581	Reactome	Methylation	Methylation;	37
http://identifiers.org/reactome/R-HSA-156582	Reactome	Acetylation	Acetylation;	10
http://identifiers.org/reactome/R-HSA-156587	Reactome	Amino Acid conjugation	Amino Acid conjugation;	2
http://identifiers.org/reactome/R-HSA-156588	Reactome	Glucuronidation	Glucuronidation;	17
http://pathwaycommons.org/pc2/Pathway_be0136a2a33168a132b7a491b3b4a983	pid	Lissencephaly gene (LIS1) in neuronal migration and development	"Lissencephaly gene (LIS1) in neuronal migration and development;""lis1pathway"";"	43
http://pathwaycommons.org/pc2/Pathway_2fc1d51824ee8874354fdf287c951bff	INOH	FGF signaling pathway (C. elegans) ( FGF signaling pathway ) 	"FGF signaling pathway (C. elegans) ( FGF signaling pathway ) ;""FGF signaling pathway (C. elegans) ( FGF signaling pathway (C. elegans) ) "";"	15
http://pathwaycommons.org/pc2/Pathway_522a10941230923ec6a034a0a7b005c7	INOH	NAD+ + Acetaldehyde + H2O = NADH + Acetic acid ( Pyruvate metabolism ) 	NAD+ + Acetaldehyde + H2O = NADH + Acetic acid ( Pyruvate metabolism ) ;	8
http://pathwaycommons.org/pc2/Pathway_0ad3c470cb4d76ede193e8dbe75c1f99	INOH	Galactose metabolism ( Galactose metabolism ) 	Galactose metabolism ( Galactose metabolism ) ;	14
http://identifiers.org/reactome/R-HSA-1834941	Reactome	STING mediated induction of host immune responses	STING mediated induction of host immune responses;	20
http://identifiers.org/reactome/R-HSA-1834949	Reactome	Cytosolic sensors of pathogen-associated DNA	Cytosolic sensors of pathogen-associated DNA;	17
http://pathwaycommons.org/pc2/Pathway_4511deb9fe364a74b24c6dc1a303f6d9	pid	PLK2 and PLK4 events	"PLK2 and PLK4 events;""plk2_4pathway"";"	2
http://identifiers.org/reactome/R-HSA-430116	Reactome	GP1b-IX-V activation signalling	GP1b-IX-V activation signalling;	12
http://identifiers.org/reactome/R-HSA-430039	Reactome	mRNA decay by 5' to 3' exoribonuclease	mRNA decay by 5' to 3' exoribonuclease;	8
http://pathwaycommons.org/pc2/Pathway_fb65fffab31ea3756de806ad3567cf54	INOH	L-Glutamine + H2O = L-Glutamic acid + NH3 ( Glutamic acid and Glutamine metabolism ) 	L-Glutamine + H2O = L-Glutamic acid + NH3 ( Glutamic acid and Glutamine metabolism ) ;	3
http://pathwaycommons.org/pc2/Pathway_28984c27a61ace47ae4c13e58c1b4bf7	HumanCyc	lanosterol biosynthesis	lanosterol biosynthesis;	4
http://pathwaycommons.org/pc2/Pathway_3e9cb96e52fa7c6e1dbaa0f6b3ab285c	INOH	ATP + dIDP = ADP + dITP ( Purine nucleotides and Nucleosides metabolism ) 	ATP + dIDP = ADP + dITP ( Purine nucleotides and Nucleosides metabolism ) ;	8
http://pathwaycommons.org/pc2/Pathway_2e588a694fbe5699cdfb297f4bb18eb0	pid	FOXM1 transcription factor network	"foxm1pathway;""FOXM1 transcription factor network"";"	82
http://identifiers.org/reactome/R-HSA-159227	Reactome	Transport of the SLBP independent Mature mRNA	Transport of the SLBP independent Mature mRNA;	9
http://identifiers.org/reactome/R-HSA-159231	Reactome	Transport of Mature mRNA Derived from an Intronless Transcript	Transport of Mature mRNA Derived from an Intronless Transcript;	9
http://identifiers.org/reactome/R-HSA-159230	Reactome	Transport of the SLBP Dependant Mature mRNA	Transport of the SLBP Dependant Mature mRNA;	9
http://identifiers.org/reactome/R-HSA-159234	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	Transport of Mature mRNAs Derived from Intronless Transcripts;	6
http://identifiers.org/reactome/R-HSA-159236	Reactome	Transport of Mature mRNA derived from an Intron-Containing Transcript	Transport of Mature mRNA derived from an Intron-Containing Transcript;	13
http://pathwaycommons.org/pc2/Pathway_d179cd6dd2f425dc21955e490a9aaa0b	HumanCyc	galactose degradation I (Leloir pathway)	"Leloir pathway;""galactose degradation I (Leloir pathway)"";"	20
http://identifiers.org/reactome/R-HSA-159854	Reactome	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins;	6
http://pathwaycommons.org/pc2/Pathway_eaa4e28832c0bd803cf2f072d1bf4957	HumanCyc	histidine degradation III	histidine degradation III;	46
http://identifiers.org/reactome/R-HSA-434316	Reactome	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion;	12
http://identifiers.org/reactome/R-HSA-159424	Reactome	Conjugation of carboxylic acids	Conjugation of carboxylic acids;	6
http://identifiers.org/reactome/R-HSA-159418	Reactome	Recycling of bile acids and salts	Recycling of bile acids and salts;	32
http://identifiers.org/reactome/R-HSA-159740	Reactome	Gamma-carboxylation of protein precursors	Gamma-carboxylation of protein precursors;	27
http://identifiers.org/reactome/R-HSA-159763	Reactome	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus;	18
http://identifiers.org/reactome/R-HSA-159782	Reactome	Removal of aminoterminal propeptides from gamma-carboxylated proteins	Removal of aminoterminal propeptides from gamma-carboxylated proteins;	27
http://pathwaycommons.org/pc2/Pathway_92fc9066817f7f17c7798d305947ab24	INOH	Negative feedback regulation of FGF8 signaling by Sef (Mouse) ( FGF signaling pathway ) 	"Negative feedback regulation of FGF8 signaling by Sef (Mouse) ( FGF8 signaling (Mouse) ) ;""Negative feedback regulation of FGF8 signaling by Sef (Mouse) ( FGF signaling pathway ) "";"	1
http://identifiers.org/reactome/R-HSA-433692	Reactome	Proton-coupled monocarboxylate transport	Proton-coupled monocarboxylate transport;	3
http://pathwaycommons.org/pc2/Pathway_9adcfeedfce38ef5400f67a9dd95d2a2	INOH	2-Methyl-propanoyl-CoA + Acceptor = 2-Methylprop-2-enoyl-CoA + Reduced acceptor ( Valine,Leucine and Isoleucine degradation ) 	2-Methyl-propanoyl-CoA + Acceptor = 2-Methylprop-2-enoyl-CoA + Reduced acceptor ( Valine,Leucine and Isoleucine degradation ) ;	2
http://pathwaycommons.org/pc2/Pathway_1a47582107c4d2fe545d33ba0fa59418	HumanCyc	inosine-5'-phosphate biosynthesis II	"inosine-5'-phosphate biosynthesis II;""IMP biosynthesis II"";"	20
http://identifiers.org/reactome/R-HSA-433137	Reactome	Sodium-coupled sulphate, di- and tri-carboxylate transporters	Sodium-coupled sulphate, di- and tri-carboxylate transporters;	13
http://pathwaycommons.org/pc2/Pathway_18d875fcec2cfb6b42a0fba376224e9f	HumanCyc	CDP-diacylglycerol biosynthesis I	"CDP-diacylglycerol biosynthesis I;""CDP-diacylglycerol biosynthesis"";"	54
http://identifiers.org/reactome/R-HSA-2142670	Reactome	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET);	9
http://identifiers.org/reactome/R-HSA-2142688	Reactome	Synthesis of 5-eicosatetraenoic acids	Synthesis of 5-eicosatetraenoic acids;	12
http://identifiers.org/reactome/R-HSA-2142691	Reactome	Synthesis of Leukotrienes (LT) and Eoxins (EX)	Synthesis of Leukotrienes (LT) and Eoxins (EX);	53
http://identifiers.org/reactome/R-HSA-2142696	Reactome	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	Synthesis of Hepoxilins (HX) and Trioxilins (TrX);	6
http://identifiers.org/reactome/R-HSA-432720	Reactome	Lysosome Vesicle Biogenesis	Lysosome Vesicle Biogenesis;	18
http://identifiers.org/reactome/R-HSA-432722	Reactome	Golgi Associated Vesicle Biogenesis	Golgi Associated Vesicle Biogenesis;	15
http://pathwaycommons.org/pc2/Pathway_b9b5048573ef1e272df64c5278312e4c	pid	Downstream signaling in naïve CD8+ T cells	"Downstream signaling in naïve CD8+ T cells;""cd8tcrdownstreampathway"";"	104
http://identifiers.org/reactome/R-HSA-432040	Reactome	Vasopressin regulates renal water homeostasis via Aquaporins	Vasopressin regulates renal water homeostasis via Aquaporins;	28
http://identifiers.org/reactome/R-HSA-432047	Reactome	Passive transport by Aquaporins	Passive transport by Aquaporins;	16
http://identifiers.org/reactome/R-HSA-432030	Reactome	Transport of glycerol from adipocytes to the liver by Aquaporins	Transport of glycerol from adipocytes to the liver by Aquaporins;	4
http://pathwaycommons.org/pc2/Pathway_68d5753d92d356e7903c98c1087a34e7	HumanCyc	alanine biosynthesis II	alanine biosynthesis II;	6
http://identifiers.org/reactome/R-HSA-157858	Reactome	Gap junction trafficking and regulation	Gap junction trafficking and regulation;	4
http://identifiers.org/reactome/R-HSA-157881	Reactome	Cyclin B2 mediated events	Cyclin B2 mediated events;	6
http://identifiers.org/reactome/R-HSA-432142	Reactome	Platelet sensitization by LDL	Platelet sensitization by LDL;	21
http://pathwaycommons.org/pc2/Pathway_2beeea5e952e5cf7da51413dcb358242	HumanCyc	spermidine biosynthesis I	"spermidine biosynthesis I;""spermidine biosynthesis"";""arginine degradation to spermidine"";"	12
http://identifiers.org/reactome/R-HSA-8935690	Reactome	Miscellaneous digestion events	Miscellaneous digestion events;	5
http://pathwaycommons.org/pc2/Pathway_f4bc9e7d28422ca47315389631f940ca	NetPath	RANKL	RANKL;	127
http://pathwaycommons.org/pc2/Pathway_26f9b574f9b0eda122a0ef507dcadb2b	HumanCyc	4-hydroxyphenylpyruvate biosynthesis	4-hydroxyphenylpyruvate biosynthesis;	6
http://pathwaycommons.org/pc2/Pathway_a0e728dd10b802e694bdbb32260dadc7	HumanCyc	GDP-L-fucose biosynthesis II (from L-fucose)	"GDP-L-fucose biosynthesis II (from L-fucose);""GDP-L-fucose biosynthesis (salvage pathway)"";"	8
http://pathwaycommons.org/pc2/Pathway_05d1e6b3a8a30211b3cb6ef84a43b675	INOH	Xenopus axis formation Wnt signaling pathway ( Xenopus axis formation Wnt signaling pathway Diagram ) 	Xenopus axis formation Wnt signaling pathway ( Xenopus axis formation Wnt signaling pathway Diagram ) ;	9
http://pathwaycommons.org/pc2/Pathway_cfd9e70419f06740999d44d16c949c57	pid	Aurora B signaling	"aurora_b_pathway;""Aurora B signaling"";"	78
http://pathwaycommons.org/pc2/Pathway_bb1cd64c5cb4637500f919cf707cbd94	pid	RAC1 signaling pathway	"RAC1 signaling pathway;""rac1_pathway"";"	90
http://pathwaycommons.org/pc2/Pathway_fa8d60555c68807919d1599256d500aa	pid	Alpha-synuclein signaling	"alphasynuclein_pathway;""Alpha-synuclein signaling"";"	78
http://identifiers.org/reactome/R-HSA-2142770	Reactome	Synthesis of 15-eicosatetraenoic acid derivatives	Synthesis of 15-eicosatetraenoic acid derivatives;	12
http://identifiers.org/reactome/R-HSA-2142753	Reactome	Arachidonic acid metabolism	Arachidonic acid metabolism;	32
http://identifiers.org/reactome/R-HSA-2142789	Reactome	Ubiquinol biosynthesis	Ubiquinol biosynthesis;	27
http://identifiers.org/reactome/R-HSA-2142700	Reactome	Synthesis of Lipoxins (LX)	Synthesis of Lipoxins (LX);	15
http://identifiers.org/reactome/R-HSA-2142712	Reactome	Synthesis of 12-eicosatetraenoic acid derivatives	Synthesis of 12-eicosatetraenoic acid derivatives;	15
http://identifiers.org/reactome/R-HSA-2142816	Reactome	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE);	9
http://identifiers.org/reactome/R-HSA-2142845	Reactome	Hyaluronan metabolism	Hyaluronan metabolism;	4
http://identifiers.org/reactome/R-HSA-2142850	Reactome	Hyaluronan biosynthesis and export	Hyaluronan biosynthesis and export;	9
http://pathwaycommons.org/pc2/Pathway_a962d9de6ca28bfdaaac70f1ed755075	INOH	AKT(PKB) activation signaling ( IGF1 signaling pathway ) 	AKT(PKB) activation signaling ( IGF1 signaling pathway ) ;	6
http://pathwaycommons.org/pc2/Pathway_7bb21ba1dcb71abe67535971443ab8c9	INOH	ATP + dUMP = ADP + dUDP ( Pyrimidine Nucleotides and Nucleosides metabolism ) 	ATP + dUMP = ADP + dUDP ( Pyrimidine Nucleotides and Nucleosides metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_4623cb31b0df1d8bc4e39dd30f475a1f	pid	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met);""met_pathway"";"	154
http://identifiers.org/reactome/R-HSA-5690338	Reactome	Defective ABCC6 causes pseudoxanthoma elasticum (PXE)	Defective ABCC6 causes pseudoxanthoma elasticum (PXE);	2
http://identifiers.org/reactome/R-HSA-5690714	Reactome	CD22 mediated BCR regulation	CD22 mediated BCR regulation;	9
http://pathwaycommons.org/pc2/Pathway_5833931c7ae4898ab757c1714947fb71	pid	ALK2 signaling events	"ALK2 signaling events;""alk2pathway"";"	9
http://pathwaycommons.org/pc2/Pathway_1253f151901003f072f5863025151c90	HumanCyc	histamine biosynthesis	histamine biosynthesis;	4
http://identifiers.org/reactome/R-HSA-1839117	Reactome	Signaling by cytosolic FGFR1 fusion mutants	Signaling by cytosolic FGFR1 fusion mutants;	33
http://identifiers.org/reactome/R-HSA-1839130	Reactome	Signaling by activated point mutants of FGFR3	Signaling by activated point mutants of FGFR3;	15
